NAME_TICK,TICK,TIQUE,ZECCA,ZECKE,GARRAPATA,GARRAPATA,CARRAPATO,КЛЕЩ,КЛІЩ,蜱虫,,ダニ,진드기,KLESZCZ,KENE,ENDLINE
NAME_BUGLE,BUGLE,CLAIRON,CORNO,HORN,CORNETA,CLARÍN,CORNETIM,ТРУБА,ГОРН,喇叭,,ラッパ,나팔,TRĄBKA,BORAZAN,ENDLINE
NAME_BUGLE OF FRIENDSHIP,BUGLE OF FRIENDSHIP,CLAIRON DE L'AMITIÉ,CORNO DELL'AMICIZIA,HORN DER FREUNDSCHAFT,CORNETA DE LA AMISTAD,CLARÍN DE LA AMISTAD,CORNETIM DA AMIZADE,ТРУБА ДРУЖБЫ,ГОРН ДРУЖБИ,友谊喇叭,,友情のラッパ,우정의 나팔,TRĄBKA PRZYJAŹNI,DOSTLUK BORAZANI,ENDLINE
NAME_SCOUTMASTER'S BUGLE,SCOUTMASTER'S BUGLE,CLAIRON DE CHEF SCOUT,CORNO DEL CAPO SCOUT,HORN DES FELDMEISTERS,CORNETA DE JEFE DE EXPLORADORES,CLARÍN DEL JEFE DE TROPA,CORNETIM DO CHEFE ESCOTEIRO,ТРУБА КОМАНДИРА СКАУТОВ,ГОРН СКАУТМАЙСТРА,童军领队的喇叭,,隊長のラッパ,스카우트 지도자의 나팔,TRĄBKA HARCMISTRZA,OYMAKBAŞI'NIN BORAZANI,ENDLINE
NAME_CHAIN LAUNCHER,CHAIN LAUNCHER,LANCE-GRAPPIN À CHAÎNE,LANCIACATENA,KETTENWERFER,LANZACADENAS,LANZACADENAS,LANÇADOR DE CORRENTE,ЦЕПЕМЕТ,ПУСКАЧ ЛАНЦЮГІВ,锁链发射器,,チェーンランチャー,사슬 발사기,WYRZUTNIA ŁAŃCUCHOWA,ZİNCİR FIRLATICI,ENDLINE
NAME_PITON,PITON,PITON,CHIODO DA ROCCIA,HAKEN,MOSQUETÓN,CLAVIJA,PITON,СКАЛЬНЫЙ КРЮК,ГАК,岩钉,,ピトン,피톤,HAK,DAĞCI ÇİVİSİ,ENDLINE
NAME_BLACK CLUSTERBERRY,BLACK CLUSTERBERRY,BAIBOISE NOIRE,BACCAMORA NERA,SCHWARZE BÜNDELBEERE,BAYAMORA NEGRA,CLUSTERBAYA NEGRA,BAGAMORA PRETA,ЧЕРНАЯ ГРОЗДЕВИКА,ЧОРНА РІЙНИЦЯ,黑葚莓,,黒色のクラスターベリー,검은색 송송열매,CZARNA KIŚCIOJAGODA,SİYAH DEMETYEMİŞİ,ENDLINE
NAME_RED CLUSTERBERRY,RED CLUSTERBERRY,BAIBOISE ROUGE,BACCAMORA ROSSA,ROTE BÜNDELBEERE,BAYAMORA ROJA,CLUSTERBAYA ROJA,BAGAMORA VERMELHA,КРАСНАЯ ГРОЗДЕВИКА,ЧЕРВОНА РІЙНИЦЯ,红葚莓,,赤色のクラスターベリー,빨간색 송송열매,CZERWONA KIŚCIOJAGODA,KIRMIZI DEMETYEMİŞİ,ENDLINE
NAME_YELLOW CLUSTERBERRY,YELLOW CLUSTERBERRY,BAIBOISE JAUNE,BACCAMORA GIALLA,GELBE BÜNDELBEERE,BAYAMORA AMARILLA,CLUSTERBAYA AMARILLA,BAGAMORA AMARELA,ЖЕЛТАЯ ГРОЗДЕВИКА,ЖОВТА РІЙНИЦЯ,黄葚莓,,黄色のクラスターベリー,노란색 송송열매,ŻÓŁTA KIŚCIOJAGODA,SARI DEMETYEMİŞİ,ENDLINE
NAME_GREEN CLUSTERBERRY,GREEN CLUSTERBERRY,BAIBOISE VERTE,BACCAMORA VERDE,GRÜNE BÜNDELBEERE,BAYAMORA VERDE,CLUSTERBAYA VERDE,BAGAMORA VERDE,ЗЕЛЕНАЯ ГРОЗДЕВИКА,ЗЕЛЕНА РІЙНИЦЯ,青葚莓,,緑色のクラスターベリー,녹색 송송열매,ZIELONA KIŚCIOJAGODA,YEŞİL DEMETYEMİŞİ,ENDLINE
NAME_COMPASS,COMPASS,BOUSSOLE,BUSSOLA,KOMPASS,BRÚJULA,BRÚJULA,BÚSSOLA,КОМПАС,КОМПАС,罗盘,,コンパス,나침반,KOMPAS,PUSULA,ENDLINE
NAME_CURE-ALL,CURE-ALL,SOIGNETOUT,PANACEA,ALLHEILMITTEL,PANACEA,CURATODO,CURA-TUDO,ПАНАЦЕЯ,ЗІЛЛЯ ВІД УСЬОГО,万灵药,,万能薬,만병통치약,PANACEUM,HERŞİFA,ENDLINE
NAME_CURSED SKULL,CURSED SKULL,CRÂNE MAUDIT,TESCHIO MALEDETTO,VERFLUCHTER SCHÄDEL,CALAVERA MALDITA,CRÁNEO MALDITO,CRÂNIO AMALDIÇOADO,ПРОКЛЯТЫЙ ЧЕРЕП,ПРОКЛЯТИЙ ЧЕРЕП,诅咒头骨,,呪われた頭蓋骨,저주받은 해골,PRZEKLĘTA CZASZKA,LANETLİ KAFATASI,ENDLINE
NAME_EGG,EGG,ŒUF,UOVO,EI,HUEVO,HUEVO,OVO,ЯЙЦО,ЯЙЦЕ,煎蛋,,卵,달걀,JAJKO,YUMURTA,ENDLINE
NAME_ENERGY DRINK,ENERGY DRINK,BOISSON ÉNERGISANTE,ENERGY DRINK,ENERGYDRINK,BEBIDA ENERGÉTICA,BEBIDA ENERGÉTICA,BEBIDA ENERGÉTICA,ЭНЕРГЕТИК,ЕНЕРГЕТИК,能量饮料,,エナジードリンク,에너지 드링크,NAPÓJ ENERGETYCZNY,ENERJİ İÇECEĞİ,ENDLINE
NAME_STICK,STICK,BÂTON,RAMO,STOCK,PALO,PALO,GRAVETO,ПАЛКА,ПАЛКА,棍子,,棒切れ,나뭇가지,PATYK,ÇUBUK,ENDLINE
NAME_FIRST AID KIT,FIRST AID KIT,KIT DE PREMIERS SECOURS,KIT DI SOCCORSO,VERBANDSKASTEN,BOTIQUÍN,KIT DE PRIMEROS AUXILIOS,KIT DE PRIMEIROS SOCORROS,АПТЕЧКА,АПТЕЧКА,急救箱,,救急箱,구급상자,APTECZKA,İLK YARDIM ÇANTASI,ENDLINE
NAME_FLARE,FLARE,FUSÉE ÉCLAIRANTE,RAZZO DI SEGNALAZIONE,LEUCHTFACKEL,BENGALA,BENGALA,SINALIZADOR,СИГНАЛЬНАЯ ШАШКА,СИГНАЛЬНИЙ ВОГОНЬ,照明棒,,発煙筒,조명탄,FLARA,İŞARET FİŞEĞİ,ENDLINE
NAME_GRANOLA BAR,GRANOLA BAR,BARRE DE CÉRÉALES,BARRETTA AI CEREALI,MÜSLIRIEGEL,BARRITA DE CEREALES,BARRA DE GRANOLA,BARRA DE GRANOLA,ЗЛАКОВЫЙ БАТОНЧИК,ЗЛАКОВИЙ БАТОНЧИК,燕麦棒,,グラノーラバー,그래놀라 바,BATON ZBOŻOWY,GRANOLA BAR,ENDLINE
NAME_GUIDEBOOK,GUIDEBOOK,GUIDE,MANUALE,RATGEBER,MANUAL,GUÍA,GUIA,РУКОВОДСТВО,ПУТІВНИК,旅行指南,,ガイドブック,안내서,PRZEWODNIK,KILAVUZ KİTAP,ENDLINE
NAME_TORN PAGE,TORN PAGE,PAGE DÉCHIRÉE,PAGINA STRAPPATA,AUSGERISSENE SEITE,PÁGINA ARRANCADA,PÁGINA ARRANCADA,PÁGINA RASGADA,ВЫРВАННАЯ СТРАНИЦА,ВІДІРВАНА СТОРІНКА,撕下的书页,,破れたページ,찢어진 페이지,WYRWANA STRONA,YIRTILMIŞ SAYFA,ENDLINE
NAME_SCROLL,SCROLL,PARCHEMIN,PERGAMENA,SCHRIFTROLLE,PERGAMINO,PERGAMINO,PERGAMINHO,СВИТОК,СУВІЙ,卷轴,,巻物,두루마리,ZWÓJ,PARŞÖMEN,ENDLINE
NAME_BLOWGUN,BLOWGUN,SARBACANE,CERBOTTANA,BLASROHR,CERBATANA,CERBATANA,ZARABATANA,ДУХОВАЯ ТРУБКА,ДМУХАЛКА,吹箭筒,,吹き矢筒,푝푝이,DMUCHAWKA,TÜFTÜF,ENDLINE
NAME_REMEDY FUNGUS,REMEDY FUNGUS,CHAMPISOIN,FUNGO CURATIVO,HEILPILZ,HONGO CURATIVO,HONGO CURATIVO,FUNGO MEDICINAL,ЛЕЧЕБНЫЙ ГРИБ,ЦІЛЮЩИЙ ВИБУХОВИЙ ГРИБ,灵药菇,,回復キノコ,치료 균류,LECZĄCY GRZYB,DEVA MANTARI,ENDLINE
NAME_HEAT PACK,HEAT PACK,CHAUFFERETTE,SCALDAMANI,WÄRMEPACK,BOLSA TÉRMICA,COMPRESA CALIENTE,BOLSA TÉRMICA,СОГРЕВАЮЩАЯ ПЛАСТИНА,ГРІЛКА,暖宝宝,,使い捨てカイロ,핫 팩,OGRZEWACZ DO RĄK,ISI BANDI,ENDLINE
NAME_COCONUT,COCONUT,NOIX DE COCO,NOCE DI COCCO,KOKOSNUSS,COCO,COCO,COCO,КОКОС,КОКОС,椰子,,ココナッツ,코코넛,KOKOS,HİNDİSTAN CEVİZİ,ENDLINE
NAME_COCONUT HALF,COCONUT HALF,DEMI-NOIX DE COCO,MEZZA NOCE DI COCCO,KOKOSNUSSHÄLFTE,MEDIO COCO,MITAD DE COCO,MEIO COCO,ПОЛОВИНА КОКОСА,ПОЛОВИНА КОКОСА,半边椰子,,ハーフココナッツ,코코넛 반쪽,POŁÓWKA KOKOSA,YARIM HİNDİSTAN CEVİZİ,ENDLINE
NAME_HONEYCOMB,HONEYCOMB,RAYON DE MIEL,FAVO,HONIGWABE,PANAL DE MIEL,PANAL,FAVO DE MEL,МЕДОВЫЕ СОТЫ,БДЖОЛИНИЙ СТІЛЬНИК,蜂巢蜜,,ハチの巣,벌집꿀,PLASTER MIODU,BAL PETEĞİ,ENDLINE
NAME_GREEN KINGBERRY,GREEN KINGBERRY,BAIRIAN VERT,BACCAREGIA VERDE,GRÜNE KÖNIGSBEERE,GRANDIBAYA VERDE,BAYARREY VERDE,BAGA-REAL VERDE,ЗЕЛЕНАЯ ЦАРЕВИКА,ЗЕЛЕНА КОРОЛЬНИЦЯ,青荔莓,,緑色のキングベリー,녹색 대왕열매,ZIELONA KRÓLOJAGODA,YEŞİL KRALYEMİŞİ,ENDLINE
NAME_PURPLE KINGBERRY,PURPLE KINGBERRY,BAIRIAN VIOLET,BACCAREGIA VIOLA,LILA KÖNIGSBEERE,GRANDIBAYA MORADA,BAYARREY PÚRPURA,BAGA-REAL ROXA,ЛИЛОВАЯ ЦАРЕВИКА,ФІОЛЕТОВА КОРОЛЬНИЦЯ,紫荔莓,,紫色のキングベリー,보라색 대왕열매,FIOLETOWA KRÓLOJAGODA,MOR KRALYEMİŞİ,ENDLINE
NAME_YELLOW KINGBERRY,YELLOW KINGBERRY,BAIRIAN JAUNE,BACCAREGIA GIALLA,GELBE KÖNIGSBEERE,GRANDIBAYA AMARILLA,BAYARREY AMARILLA,BAGA-REAL AMARELA,ЖЕЛТАЯ ЦАРЕВИКА,ЖОВТА КОРОЛЬНИЦЯ,黄荔莓,,黄色のキングベリー,노란색 대왕열매,ŻÓŁTA KRÓLOJAGODA,SARI KRALYEMİŞİ,ENDLINE
NAME_LANTERN,LANTERN,LANTERNE,LANTERNA,LATERNE,FAROL,LINTERNA,LAMPARINA,ФОНАРЬ,ЛІХТАР,提灯,,ランタン,랜턴,LATARNIA,FENER,ENDLINE
NAME_FAERIE LANTERN,FAERIE LANTERN,LANTERNE FÉÉRIQUE,LANTERNA FATATA,FEENLATERNE,FAROL FAÉRICO,LINTERNA FEÉRICA,LAMPARINA DAS FADAS,ВОЛШЕБНЫЙ ФОНАРЬ,КАЗКОВИЙ ЛІХТАР,仙子提灯,,妖精のランタン,요정 랜턴,WRÓŻKOWA LATARNIA,PERİ FENERİ,ENDLINE
NAME_BIG LOLLIPOP,BIG LOLLIPOP,GROSSE SUCETTE,LECCA LECCA GIGANTE,GROSSER LOLLI,PIRULETA,PALETA GRANDE,PIRULITÃO,БОЛЬШОЙ ЛЕДЕНЕЦ,ВЕЛИКИЙ ЛЬОДЯНИК,大棒棒糖,,大きなペロペロキャンディー,큰 막대 사탕,DUŻY LIZAK,BÜYÜK LOLİPOP,ENDLINE
NAME_MAGIC BEAN,MAGIC BEAN,HARICOT MAGIQUE,FAGIOLO MAGICO,ZAUBERBOHNE,HABICHUELA MÁGICA,FRIJOL MÁGICO,FEIJÃO MÁGICO,ВОЛШЕБНЫЙ БОБ,ЧАРІВНИЙ БІБ,魔豆,,魔法の豆,마법의 콩,MAGICZNA FASOLKA,SİHİRLİ FASULYE,ENDLINE
NAME_MARSHMALLOW,MARSHMALLOW,GUIMAUVE,MARSHMALLOW,MARSHMALLOW,NUBE DE CARAMELO,MALVAVISCO,MARSHMALLOW,ЗЕФИРКА,МАРШМЕЛЛОУ,棉花糖,,マシュマロ,마시멜로,PIANKA,MARŞMELOV,ENDLINE
NAME_MEDICINAL ROOT,MEDICINAL ROOT,RACINE MÉDICINALE,RADICE MEDICINALE,ARZNEIWURZEL,RAÍZ MEDICINAL,RAIZ MEDICINAL,RAIZ MEDICINAL,ЛЕЧЕБНЫЙ КОРЕНЬ,ЛІКУВАЛЬНИЙ КОРІНЬ,药用根茎,,回復ニンジン,약용 뿌리,KORZEŃ LECZĄCY,ŞİFALI KÖK,ENDLINE
NAME_MEGAPHONE,MEGAPHONE,MÉGAPHONE,MEGAFONO,MEGAFON,MEGÁFONO,MEGÁFONO,MEGAFONE,МЕГАФОН,МЕГАФОН,扩音器,,メガホン,확성기,MEGAFON,MEGAFON,ENDLINE
NAME_CHUBBY SHROOM,CHUBBY SHROOM,CHAMPIRRONDI,FUNGO TRACAGNOTTO,PRALLPILZ,FOFISETA,HONGO RECHONCHO,COGUMELO RECHONCHUDO,ГРИБ-ПУХЛЯШ,ПУХЛИЙ ГРИБ,梨鲍菇,,ぽっちゃりキノコ,퉁퉁버섯,DORODNY GRZYB,TOMBUL MANTAR,ENDLINE
NAME_CLUSTER SHROOM,CLUSTER SHROOM,CHAMPIGRAPPE,FUNGO LUNGO,BÜNDELPILZ,RACIMO DE SETAS,HONGO EN RACIMO,AGLOMERADO DE COGUMELOS,ГРИБОЧКИ,ГРИБ-КЛАСТЕР,银针菇,,群生キノコ,다발버섯,SKUPISKO GRZYBÓW,DEMET MANTARI,ENDLINE
NAME_WEIRD SHROOM,WEIRD SHROOM,CHAMPÉTRANGE,FUNGO BIZZARRO,BIZARRPILZ,SETA RARA,HONGO EXTRAÑO,COGUMELO ESTRANHO,СТРАННЫЙ ГРИБ,ДИВНИЙ ГРИБ,诡异菇,,奇天烈キノコ,괴상버섯,DZIWNY GRZYB,GARİP MANTAR,ENDLINE
NAME_BUGLE SHROOM,BUGLE SHROOM,CHAMPICLAIRON,FUNGO A TROMBETTA,HORNPILZ,CHAMPISETA,HONGO CLARÍN,COGUMELO CORNETA,ТРУБЧАТЫЙ ГРИБ,ГРИБ-ГОРН,喇叭菇,,ラッパキノコ,나팔버섯,TRĄBKOGRZYB,BORAZAN MANTARI,ENDLINE
NAME_BUTTON SHROOM,BUTTON SHROOM,CHAMPIBOUTON,FUNGO A BOTTONE,KNOPFPILZ,SETA COMÚN,HONGO BOTÓN,COGUMELO BOTÃO,ПУГОВИЧНЫЙ ГРИБ,ГРИБ-КНОПКА,馒头菇,,ボタンキノコ,단추버섯,PIECZARKA,DÜĞME MANTARI,ENDLINE
NAME_NAPBERRY,NAPBERRY,BAIEDODO,BACCANANNA,MONDBEERE,DORMIBAYA,SIESTIBAYA,BAGA LUNAR,СОННАЯ ЯГОДА,СОННИЦЯ,晚安莓,,うたた寝ベリー,수면열매,ŚPIULKOJAGODA,UYKU MANTARI,ENDLINE
NAME_BIG EGG,BIG EGG,GROS ŒUF,GROSSO UOVO,GROSSES EI,HUEVO GRANDE,HUEVO GRANDE,OVO GRANDE,БОЛЬШОЕ ЯЙЦО,ВЕЛИКЕ ЯЙЦЕ,好大蛋,,大きな卵,커다란 알,DUŻE JAJO,BÜYÜK YUMURTA,ENDLINE
NAME_PANDORA'S LUNCHBOX,PANDORA'S LUNCHBOX,CANTINE DE PANDORE,GAVETTA DI PANDORA,BROTBÜCHSE DER PANDORA,FIAMBRERA DE PANDORA,LONCHERA DE PANDORA,LANCHEIRA DE PANDORA,ЛАНЧБОКС ПАНДОРЫ,ЛАНЧ-БОКС ПАНДОРИ,潘多拉餐盒,,パンドラの弁当箱,판도라의 도시락 가방,PUDEŁKO PANDORY,PANDORA'NIN BESLENME ÇANTASI,ENDLINE
NAME_PASSPORT,PASSPORT,PASSEPORT,PASSAPORTO,REISEPASS,PASAPORTE,PASAPORTE,PASSAPORTE,ПАСПОРТ,ПАСПОРТ,护照,,パスポート,여권,PASZPORT,PASAPORT,ENDLINE
NAME_SCORCHBERRY,SCORCHBERRY,BAIBRÛLANTE,BACCAPEPE,FEUERBEERE,GUINDIBAYA,BAYA PICANTE,BAGARDENTE,ПЛАМЕНИКА,ПЕКУЧИЦЯ,火烧莓,,激辛ベリー,얼얼열매,OSTROJAGODA,ATEŞYEMİŞİ,ENDLINE
NAME_PIRATE'S COMPASS,PIRATE'S COMPASS,BOUSSOLE DE PIRATE,BUSSOLA DEL PIRATA,PIRATENKOMPASS,BRÚJULA DE PIRATA,BRÚJULA DE PIRATA,BÚSSOLA PIRATA,ПИРАТСКИЙ КОМПАС,ПІРАТСЬКИЙ КОМПАС,海盗罗盘,,海賊のコンパス,해적 나침반,KOMPAS PIRATA,KORSAN PUSULASI,ENDLINE
NAME_PORTABLE STOVE,PORTABLE STOVE,RÉCHAUD,FORNELLO PORTATILE,KOMPAKTGRILL,HORNILLO,ESTUFA PORTÁTIL,FOGÃO PORTÁTIL,ПОХОДНАЯ ПЛИТКА,ПЕРЕНОСНА ПЛИТА,便携火炉,,携帯コンロ,휴대용 스토브,KUCHENKA TURYSTYCZNA,TAŞINABİLİR OCAK,ENDLINE
NAME_ROPE CANNON,ROPE CANNON,LANCE-CORDE,LANCIACORDA,SEILKANONE,LANZACABOS,CAÑÓN DE CUERDA,CANHÃO DE CORDA,ВЕРЕВОЧНАЯ ПУШКА,ГАРМАТА ДЛЯ МЕТАННЯ МОТУЗКИ,绳索炮,,ロープキャノン,밧줄 총,WYRZUTNIA SZNURA,HALAT FIRLATICI,ENDLINE
NAME_ANTI-ROPE CANNON,ANTI-ROPE CANNON,LANCE-ANTI-CORDE,LANCIANTICORDA,ANTI-SEILKANONE,LANZADOR DE ANTICUERDA,CAÑÓN DE ANTICUERDA,CANHÃO DE ANTICORDA,АНТИВЕРЕВОЧНАЯ ПУШКА,ГАРМАТА З ІНВЕРСІЙНОЮ МОТУЗКОЮ,反重绳索炮,,反重力ロープキャノン,반전 밧줄 총,WYRZUTNIA ANTYSZNURA,ANTİ-HALAT FIRLATICI,ENDLINE
NAME_ROPE SPOOL,ROPE SPOOL,ROULEAU DE CORDE,ROTOLO DI CORDA,SEILSPULE,ROLLO DE CUERDA,CARRETA DE CUERDA,ROLO DE CORDA,МОТОК ВЕРЕВКИ,ШПУЛЬКА З МОТУЗКОЮ,绳索,,ロープの束,밧줄 타래,ZWINIĘTY SZNUR,HALAT MAKARASI,ENDLINE
NAME_SCOUT COOKIES,SCOUT COOKIES,COOKIES DE SCOUT,BISCOTTI DEGLI SCOUT,PFADFINDERKEKSE,GALLETAS DE EXPLORADORES,GALLETAS DE EXPLORADORES,BISCOITOS DOS ESCOTEIROS,ПЕЧЕНЬЕ СКАУТОВ,ПЕЧИВО СКАУТІВ,童军饼干,,スカウトクッキー,스카우트 과자,HARCERSKIE CIASTECZKA,İZCİ KURABİYELERİ,ENDLINE
NAME_SCOUT EFFIGY,SCOUT EFFIGY,EFFIGIE DE SCOUT,STATUINA DI SCOUT,PFADFINDERSTATUE,FIGURA DE EXPLORADOR,EFIGIE DE EXPLORADOR,EFÍGIE DOS ESCOTEIROS,ФИГУРКА СКАУТОВ,ФІГУРКА СКАУТА,童军雕像,,スカウト人形,스카우트 인형,FIGURKA HARCERZA,İZCİ ANITI,ENDLINE
NAME_SHELF FUNGUS,SHELF FUNGUS,CHAMPIMARCHE,FUNGO A MENSOLA,REGALPILZ,CORNISETA,HONGO DE REPISA,FUNGO PRATELEIRA,СЛОИСТЫЙ ГРИБ,ГРИБ-ПОЛИЦЯ,踏板菇,,棚キノコ,선반 균류,GRZYB PÓŁKOWY,RAF MANTARI,ENDLINE
NAME_CONCH,CONCH,CONQUE,CONCHIGLIA,MUSCHEL,CARACOLA,CARACOLA,CONCHA,РАКОВИНА,РАКОВИНА,海螺,,ホラ貝,소라고둥,MUSZLA,DENİZ KABUĞU,ENDLINE
NAME_SPORTS DRINK,SPORTS DRINK,BOISSON ISOTONIQUE,BEVANDA ISOTONICA,SPORTGETRÄNK,BEBIDA DEPORTIVA,BEBIDA DEPORTIVA,BEBIDA ESPORTIVA,ИЗОТОНИК,НАПІЙ ДЛЯ СПОРТСМЕНІВ,运动饮料,,スポーツドリンク,스포츠 드링크,NAPÓJ SPORTOWY,SPORCU İÇECEĞİ,ENDLINE
NAME_STONE,STONE,CAILLOU,PIETRA,STEIN,PIEDRA,PIEDRA,PEDRA,КАМЕНЬ,КАМІНЬ,石头,,石,돌,KAMIEŃ,TAŞ,ENDLINE
NAME_TRAIL MIX,TRAIL MIX,MÉLANGE DE FRUITS SECS,FRUTTA SECCA,STUDENTENFUTTER,SURTIDO DE FRUTOS SECOS,MEZCLA DE FRUTOS SECOS,MIX DE CASTANHAS,ПОХОДНАЯ СМЕСЬ,ПАЙОК ДЛЯ ПОХОДІВ,混合坚果,,トレイルミックス,트레일 믹스,MIESZANKA STUDENCKA,KARIŞIK ÇEREZ,ENDLINE
NAME_WARP COMPASS,WARP COMPASS,BOUSSOLE DE TÉLÉPORTATION,BUSSOLA IMPAZZITA,WARP-KOMPASS,BRÚJULA DE TELETRANSPORTE,BRÚJULA TELETRANSPORTADORA,BÚSSOLA DE DOBRA,ВАРП-КОМПАС,КОМПАС ТЕЛЕПОРТАЦІЇ,曲迁罗盘,,ワープコンパス,순간 이동 나침반,KOMPAS PRZENOSZĄCY,IŞINLANMA PUSULASI,ENDLINE
NAME_ORANGE WINTERBERRY,ORANGE WINTERBERRY,BAIGRUME ORANGE,BACCANEVE ARANCIONE,ORANGE WINTERBEERE,FRIGOBAYA NARANJA,BAYA DE INVIERNO NARANJA,GELABAGA LARANJA,ОРАНЖЕВАЯ ЗИМОНИКА,ПОМАРАНЧЕВА ЗИМНИЦЯ,橙雪莓,,オレンジ色のウィンターベリー,주황색 겨울열매,POMARAŃCZOWA ZIMOJAGODA,TURUNCU KIŞYEMİŞİ,ENDLINE
NAME_YELLOW WINTERBERRY,YELLOW WINTERBERRY,BAIGRUME JAUNE,BACCANEVE GIALLA,GELBE WINTERBEERE,FRIGOBAYA AMARILLA,BAYA DE INVIERNO AMARILLA,GELABAGA AMARELA,ЖЕЛТАЯ ЗИМОНИКА,ЖОВТА ЗИМНИЦЯ,黄雪莓,,黄色のウィンターベリー,노란색 겨울열매,ŻÓŁTA ZIMOJAGODA,SARI KIŞYEMİŞİ,ENDLINE
EAT,eat,manger,mangia,essen,comer,comer,comer,съесть,їсти,吃,,食べる,먹기,zjedz,ye,ENDLINE
FEED TO #TARGETCHAR,feed to #targetchar,nourrir #targetchar,dai da mangiare a #targetchar,#targetchar füttern,dar de comer a #targetchar,dar a #targetchar,oferecer a #targetchar,скормить: #targetchar,віддати #targetchar,喂给 #targetchar,,#targetcharに食べさせる,#targetchar 먹여 주기,nakarm: #targetchar,#targetchar adlı oyuncuya yedir,ENDLINE
TIE KNOT,tie knot,nouer,annoda,Knoten binden,atar nudo,atar nudo,fazer nó,завязать узел,зав’язати вузол,打结,,結び目を作る,매듭 묶기,zawiąż węzeł,düğüm bağla,ENDLINE
SPOOL,spool,enrouler/dérouler,arrotola/srotola,spulen,enrollar/desenrollar,enrollar/desenrollar,enrolar/desenrolar,смотать/размотать,намотати,卷起,,ロープを巻く,감기/풀기,rozwiń/zwiń,sar/çöz,ENDLINE
DRINK,drink,boire,bevi,trinken,beber,beber,beber,выпить,випити,喝,,飲む,마시기,wypij,iç,ENDLINE
HEAL INJURIES,heal injuries,soigner les blessures,cura ferite,Verletzungen heilen,curar heridas,curar heridas,curar lesões,исцелить раны,вилікувати поранення,疗伤,,怪我を治療する,부상 치료,ulecz rany,yaraları iyileştir,ENDLINE
HEAL #TARGETCHAR,heal #targetchar,soigner #targetchar,cura #targetchar,#targetchar heilen,curar a #targetchar,curar a #targetchar,curar #targetchar,исцелить: #targetchar,вилікувати #targetchar,治疗 #targetchar,,#targetcharを治療する,#targetchar 치료,ulecz: #targetchar,#targetchar adlı oyuncuyu iyileştir,ENDLINE
LOOK,look,regarder,guarda,umsehen,mirar,mirar,ver,смотреть,оглянутися,察看,,見る,둘러보기,popatrz,bak,ENDLINE
USE,use,utiliser,usa,benutzen,usar,usar,usar,использовать,використати,使用,,使う,사용,użyj,kullan,ENDLINE
PLAY,play,jouer,suona,spielen,tocar,tocar,tocar,играть,грати,演奏,,演奏する,연주,zagraj,oyna,ENDLINE
SHOOT,shoot,tirer,lancia,schießen,disparar,disparar,atirar,выстрелить,стріляти,发射,,撃つ,발사,wystrzel,ateşle,ENDLINE
SET,set,planter,pianta,befestigen,clavar,fijar,fixar,установить,закріпити,设置,,打ち込む,박기,umieść,çak,ENDLINE
COMMUNE,commune,communier,medita,kommunizieren,invocar,comunicarse,comungar,поговорить,вступити в контакт,通灵,,心を通わせる,교감,przyzwij,konuş,ENDLINE
PLANT,plant,planter,pianta,einpflanzen,plantar,plantar,plantar,посадить,посіяти,种植,,植える,심기,zasadź,ek,ENDLINE
LIGHT,light,allumer,accendi,anzünden,encender,encender,acender,зажечь,запалити,点燃,,灯りをともす,켜기,zapal,yak,ENDLINE
OPEN/CLOSE,open/close,ouvrir/fermer,apri/chiudi,auf-/zuklappen,abrir/cerrar,abrir/cerrar,abrir/fechar,открыть/закрыть,відкрити/закрити,翻开/合上,,開く／閉じる,열기/닫기,otwórz/zamknij,aç/kapa,ENDLINE
FLIP PAGE,flip page,tourner la page,gira pagina,umblättern,pasar página,cambiar de página,virar página,перелистнуть,перегорнути сторінку,翻页,,ページをめくる,페이지 넘기기,przewróć stronę,sayfayı çevir,ENDLINE
INSPECT,inspect,inspecter,esamina,begutachten,inspeccionar,inspeccionar,inspecionar,осмотреть,роздивитися,检查,,調べる,조사,zbadaj,incele,ENDLINE
OPEN,open,ouvrir,apri,öffnen,abrir,abrir,abrir,открыть,відчинити,打开,,開ける,열기,otwórz,aç,ENDLINE
FIRE,fire,tirer,lancia dardo,feuern,disparar,disparar,disparar,выстрелить,пустити,开火,,撃つ,발사,wystrzel,ateşle,ENDLINE
HEAT UP,heat up,utiliser,riscaldati,aufwärmen,calentar,aplicar calor,aquecer,нагреть,нагріти,加热,,温める,데우기,rozgrzej się,ısıt,ENDLINE
HEAT UP #TARGETCHAR,heat up #targetchar,utiliser sur #targetchar,riscalda #targetchar,#targetchar aufwärmen,calentar a #targetchar,aplicar calor a #targetchar,aquecer #targetchar,нагреть: #targetchar,зігріти #targetchar,为 #targetchar 供暖,,#targetcharを温める,#targetchar 데우기,rozgrzej: #targetchar,#targetchar adlı oyuncuyu ısıt,ENDLINE
LICK,lick,lécher,lecca,lecken,lamer,lamer,lamber,лизнуть,лизати,舔,,舐める,핥기,poliż,yala,ENDLINE
OPEN?,open?,ouvrir ?,aprire?,öffnen?,¿abrir?,¿abrir?,abrir?,открыть?,відчинити?,开启？,,開ける？,열기?,otworzyć?,aç?,ENDLINE
PLACE,place,poser,posiziona,platzieren,colocar,colocar,posicionar,разместить,встановити,放置,,置く,놓기,umieść,yerleştir,ENDLINE
